"Label","Text_number","full_text"
"Business",1726,"mild winter drives oil oil prices fallen driven forecasts mild winter densely populated northeast light crude oil futures fell barrel york mercantile exchange nymex lost days nonetheless crude expensive beginning boosted growing demand bottlenecks refineries traders effects tidal waves global supplies focus consumption heavily influenced short term weather revised milder temperatures inclined push lower test range john brady abn amro market feels defensive statistics released week stockpiles oil products risen indication severe supply disruptions arise winter barring incident oil prices broken records topping barrel driven welter worries unrest iraq saudi arabia rising demand supply bottlenecks international petroleum exchange remained closed christmas holiday"
"Business",1727,"firm bids lacroix label firm final negotiations luxury lvmh buy loss christian lacroix haute couture house paris based lvmh selling core businesses focusing profitable labels including moet chandon champagne louis vuitton privately held falic bought cosmetics brands hard candy urban decay lvmh florida company chain duty free stores lvmh refused comment reports brothers falic firm held talks designer christian lacroix wished retain buying simon falic told reuters news agency plans increase exposure brand increase volume business"
"Business",1728,"wal mart fights accusers names launched advertising campaigns set record straight products corporate behaviour biggest retailer wal mart page adverts national newspapers criticism pay deals benefits package promotion strategy drugs eli lilly planning campaign false claims product prozac wal mart kicked battle adverts newspapers wall street journal letter company president lee scott time public hear unfiltered truth lots urban legends days wal mart wal mart consumers communities economy scott separate statement adverts website outlined plans create jobs wal average pay national minimum wage hour employees offered health life insurance company stock retirement plan adverts unions accuse wal mart paying staff rivals fewer benefits california company fighting opposition stores amid allegations forces local competitors business lawmakers examining allegations firm burdens unfair proportion employee health care costs tough time suddenly overcoming perceptions people larry bevington chairman save community fighting prevent wal mart store rosemead california wal mart fighting lawsuits accusing discriminating women alleging discriminates black employees eli lilly launching series adverts dozen major newspapers true anti depressant drug prozac move response british medical journal article claimed missing lilly documents linked prozac suicide violent behaviour averts entitled letter chief executive sidney taurel company article continues needlessly spread fear patients prozac simply wrong suggest information prozac missing research data benefits effects drug doctors regulators letter added eli chief medical officer alan breier article false misleading documents referred created officials food drug administration fda fda meeting fda medical advisors agreed claims based faulty data increased risk suicide"
"Business",1729,"troubled marsh sec scrutiny stock market regulator investigating troubled insurance broker marsh shareholder transactions firm securities exchange commission information transactions involving holders shares marsh operating sec investigation marsh focus inquiry york attorney insurers rigged market inquiry launched october marsh replaced chief executive held boardroom shake meet criticism lessening company executives board prosecutors allege marsh biggest insurance broker insurance firms fixed bids corporate cover issue heart inquiry top law officer eliot spitzer separate prosecution insurers california investigation called related party transactions includes dealings trident funds managed mmc capital private equity firm chief executive michael cherkasky negotiate settlement spitzer spitzer built reputation fierce critic campaigner corporate misdeeds uncertainty unleashed scandal prompted credit rating agencies standard fitch downgrade marsh recent weeks financial times insurance analysts questioning marsh maintain strong record earning growth draw forecasts quarter doubts exist company pay regulators lawyers scandal"
"Business",1730,"russia wto talks progress talks proposed membership world trade organisation wto progress negotiations chairman party ambassador stefan johannesson iceland warned lot comments president george bush russian entry russia progress government renew commitment democracy rule law comments days due meet president vladimir putin russia waiting decade join wto hopes finally decision reached december current gather summit hong kong earliest date membership january hong kong summit approval pinpointing difficulties bilateral multilateral russia meeting efficient time australia meetings recall terms substance johannesson progress bilateral market access accelerating sticking membership included limits foreign ownership telecommunications life insurance businesses issues surrounding counterfeiting piracy data protection wto dislike energy price subsidies competitors russian businesses unfair advantage"
"Business",1731,"novartis hits acquisition trail swiss drugmaker novartis announced euros purchases sandoz unit biggest generic drug producer novartis month forecast record sales bought hexal acquired affiliate eon labs offered buy remaining shares novartis cost savings 200m acquisitions novartis shares rose swiss francs trading deal novartis sandoz business overtake teva pharmaceuticals biggest maker generics based figures newly merged producer sales 5bn company estimated novartis merge departments adding job cuts strong growth outlook sandoz create jobs expected partially compensate reductions force firm statement generic drugs chemically identical expensive branded rivals producers sandoz copy branded products patent protection expires sell cheaply pay research development cost generic drugmakers worldwide analysts predicted consolidation market call fragmented analysts initially convinced deal expensive acquisition birgit kuhlhoff sal oppenheim investment bank told reuters strange acquisitions markets suffered price pressure"
"Business",1732,"wall street cool profit shares online auction house ebay fell hours trade wednesday quarterly profits failed meet market expectations net profits rise 110m october december 142m earlier wall street expected ebay stock fell hours trade nasdaq net revenue quarter rose boosted growth paypal payment service excluding special items profit cents share analysts expected cents wall street bit ahead ebay quarter janco partners analyst martin pyykkonen ebay earned sales ebay president chief executive meg whitman called outstanding success generated tremendous momentum confident decisions investments ensure bright future company community users world ebay forecasts revenue earnings excluding items share analysts previously estimated ebay achieve revenues earnings share excluding items"
"Business",1733,"worldcom boss left books worldcom boss bernie ebbers accused overseeing 11bn fraud accounting decisions witness told jurors david myers comments questioning defence lawyers arguing ebbers responsible phone company collapsed prosecutors claim losses hidden protect shares myers pleaded guilty fraud assisting prosecutors monday defence lawyer reid weingarten distance client allegations cross examination myers ebbers accounting decision aware myers replied ebbers accounting entry worldcom books weingarten pressed replied witness myers admitted false accounting entries request worldcom chief financial officer scott sullivan defence lawyers paint sullivan admitted fraud testify trial mastermind accounting house cards ebbers team portray affable boss admission pe graduate economist abilities ebbers transformed worldcom relative unknown 160bn telecoms giant investor darling late 1990s mounted competition increased telecoms boom petered firm finally collapsed shareholders lost 180bn workers lost jobs ebbers trial expected months found guilty ceo substantial jail sentence firmly declared innocence"
"Business",1734,"mci shares climb takeover bid shares phone company mci risen speculation takeover talks wall street journal reported thursday qwest bid mci firms expressed mci largest distance phone firm table rival bids analysts shares mci changed worldcom emerged bankruptcy press reports suggest qwest mci reach agreement week rival bids muddy waters largest telephone company verizon previously held preliminary merger discussions mci reuters quoted sources consolidation telecommunications industry picked past months companies cut costs boost client bases merger mci qwest billion dollar telecoms deal october week sbc communications agreed buy parent phone trailblazer 16bn competition intensified fixed line phone providers mci overtaken rivals buying mci qwest local phone service provider access global network business based subscribers mci offers internet services mci renamed emerged chapter bankruptcy protection april hit headlines worldcom admitting illegally booked expenses inflated profits scandal key factor global slide share prices reverberations shareholders lost 180bn company collapsed workers lost jobs worldcom boss bernie ebbers trial accused overseeing 11bn fraud"
"Business",1735,"bank 515m sec settlement bank america subsidiaries agreed pay total 515m 277m settle investigation fraudulent trading share practices securities exchange commission announced settlements industry wide clean mutual funds sec brought fraud charges senior executives columbia distributor columbia distributor fleetboston bought boa columbia executives agreed settlements sec sec set task stamping mutual funds market timing form quick fire short term share trading harms investors mutual funds popular imposed penalties totalling 2bn funds sec unveiled separate settlements covering direct subsidiaries businesses fleetboston time secret deals engage market timing mutual fund shares sec agreed deal totalling 375m banc america capital management bacap distributors banc america securities 250m pay gains market timing 125m penalties paid damaged funds shareholders separately sec reached 140m deal equally split penalties compensation probe columbia management advisors cam columbia funds distributor cfd columbia executives businesses boa snapped rival bank fleetboston 47bn merger march sec filed civil fraud charges boston federal court james tambone headed sales operations alleged command robert hussey sec pressing tier financial penalties pair multiple violations repayment personal gains injunction prevent future breaches spokeswoman boston office told bbc comment lawyers settlement cam cfd included agreements managers peter martin erik gustafson joseph palombo paid personal financial penalties"
"Business",1736,"korean credit card firm rescued south largest credit card firm averted liquidation trillion won 960m 499m bail lg card threatened collapse huge debts creditors parent stepped rescue consortium creditors lg family owned conglomerate 480m stabilise firm lg card million customers collapse shockwaves economy creditors lg card agree deal secure future weeks control company january avoided bankruptcy bail threatened delist company move triggered massive debt redemptions forced company bankruptcy agreement reached future funding lg card financial aid laah chong gyu executive director korea development bank creditors agreement trillion won debt converted equity purpose capital injection avoid delisting goal met david kim analyst sejong securities told reuters south consumer credit market slowly recovering crisis credit bubble burst millions consumers fell debt repayments lg card returned profit september capital avoid thrown market south stock exchange delist firm debt exceeds assets running"
"Business",1737,"imf cuts german growth estimate international monetary fund cut growth forecast german economy financial times deutschland reported imf reduce growth estimate eurozone economy newspaper reported german economy faltering unemployment levels rising seventy million sluggish performance continues hamper entire eurozone draft world economic outlook due published april marked deterioration economy ft report september imf german growth current imf revised eurozone forecasts paper taking account oil prices strength euro weak demand leading economies economic difficulties highlighted organisation economic operation development argued report published tuesday continent achieve living standards freeing labour markets eurozone sustaining recovery james carrick economist abn amro told newspaper dependant rest world"
"Business",1738,"german jobless rate record million germans february figures figure million people age population jobless rate biggest economy 1930s news head panel government economic advisers predicted growth stagnate speaking german tv bert ruerup earlier forecast optimistic warned growth german government tackle stubbornly levels joblessness range labour market reforms centre hartz iv programme introduced january shake welfare benefits push people jobs heavily subsidised unemployment figures set increase pressure government widely leaked german newspapers day advance produced screaming headlines criticising chancellor gerhard social democrat green party administration schroeder originally office promising halve unemployment measures suggest picture bleak soaring official unemployment figure change methodology pushed jobless rate january adjusted seasonal unemployment rate million people percentage previous month internationally accepted methodology international labour organisation ilo germany million people january ilo based figures suggest net jobs created month taking people employed million ilo defines unemployed person previous weeks actively looked immediately"
"Business",1739,"boeing director jail term chief financial officer boeing received month jail sentence fine illegally hiring top air force aide michael sears admitted guilt breaking conflict laws recruiting darleen druyun handled military contracts ms druyun serving month sentence favouring boeing awarding lucrative contracts boeing lost 23bn government contract pentagon inquiry contract provide refuelling tankers air force cancelled pentagon revealed earlier week examine contracts worth 3bn believes tainted ms role procurement process boeing sacked sears ms druyun november allegations violated company recruitment policy ms druyun talks sears october boeing top procurement official pentagon subsequently joined company january ms druyun admitted steered multi billion dollar contracts boeing favoured companies documents filed virginia court ahead sears sentencing prosecutors blamed senior management failing key questions legal ethical issues surrounding ms appointment sears told prosecutors boeing officials aware ms druyun responsible major procurement decisions time discussing job boeing analysts boeing civil charges arising scandal pentagon investigated contracts dating allegations ms druyun light corporate ethics scrutiny occasions recent boeing sued lockheed martin rival accused industrial espionage contract competition boeing apologised publicly affair claimed gain unfair advantage pledged improve procedures pentagon subsequently revoked 1bn worth contracts assigned boeing prohibited seattle based company future rocket"
"Business",1740,"ford gains finance cars ford car company reported fourth quarter profits thursday boosted buoyant period car loans unit net income 3bn turnover rose fourth quarter ford reported net income 104m compared loss 793m ago auto unit loss fourth quarter turnover compared ago car truck loan profits saved day auto unit pre tax loss 470m fourth quarter compared profit 13m ago period sales dipped yesterday results finance unit strong contributor profits ford hard revitalise product portfolio unveiling fusion zephyr models international motor detroit brought models half company gained momentum delivering products innovative breakthroughs escape hybrid hybrid sport utility vehicle chairman chief executive officer bill ford confronted operating challenges jaguar brand industry marketing costs added ford declined provide guidance quarter presentation york january addition company net income affected fourth quarter pre tax charge reduce receivable owed ford visteon subsidiary recent models introduced ford include ford hundred mercury montego sedans ford freestyle crossover ford mustang land rover lr3 discovery volvo s40 v50 north america europe total company vehicle unit sales increase units fourth quarter vehicle unit sales totalled decline units worldwide automotive division earned pre tax profit 850m 697m improvement 153m ago"
"Business",1741,"bush tough deficit president george bush pledged introduce tough federal budget february bid halve deficit budget trade deficit deep red helping push dollar lows euro fuelling fears economy bush strict discipline defence spending budget vow cut deficit election declarations federal budget deficit hit record 412bn months september 377bn previous submit budget fits times bush provide tool resource military protect homeland meet priorities government committed strong dollar weakness hit european asian exporters lead calls intervention boost currency bush halt slide deal deficit budget send signal financial markets concerned short term deficits bush added deal term deficit issues"
"Business",1742,"yangtze profits double yangtze electric power operator gorges dam profits doubled firm benefited increased demand electricity time power shortages hit cities provinces country hydroelectric power generator hurt coal costs net income jumped 3bn yuan 365m 190m compared yuan sales surged yuan 3bn yuan earlier figures topped analysts expectations rate growth slowed analysts forecast decline rate expansion closer yangtze electric expanding output meet demand driven booming economy government delayed building power plants effort rein growth amid concerns economy overheat led energy crunch demand outstripping supply earlier month halted underground power station supply unit gorges dam power station sister xiluodu dam environmental worries total scale projects halted country similar reasons gorges dam project led half million people relocated drawn criticism environmental overseas human rights activists sister project xiluodu dam built jinshajiang river golden sand upper reaches yangtze"
"Business",1743,"giant waves damage asia economy governments aid agencies insurers travel firms counting cost massive earthquake waves hammered southern asia worst hit sri lanka india indonesia thailand people killed estimates world bank amount aid 5bn similar cash offered central america hurricane mitch mitch killed people caused damage 10bn world bank spokesman damien milverton told wall street journal expected aid package financing debt relief tourism vital economies stricken countries providing jobs million people south east asian region world travel tourism council wttc maldives islands indian ocean thirds jobs depend tourism damage covers fishing farming businesses hundreds thousands buildings boats destroyed waves international agencies pledged support impossible gauge extent damage international monetary fund imf promised rapid action governments stricken countries cope imf stands ready assist nations support time managing director rodrigo rato sri lanka bangladesh receive imf support indonesia epicentre recently graduated imf assistance governments decide imf agencies asian development bank comment amount aid underestimating size united nations emergency relief coordinator jan egeland worst national disaster recent history affecting heavily populated coastal vulnerable communities people livelihoods future destroyed warned term effects devastating tidal wave tsunami risks epidemics polluted drinking water insurers struggling assess cost damage players final bill 27bn cost hurricanes battered earlier region affected check country country situation serge troeber deputy head natural disasters department swiss biggest reinsurance firm assume dimension insured damages storm damages munich biggest reinsurer primarily human tragedy financial burden allianz significant impact profitability low insurance bill simply reflect poverty region level economic devastation live international federation red cross red crescent societies told reuters news agency seeking emergency aid biggest health challenges spread waterborne diseases malaria diarrhoea aid agency quoted european union deliver 3m euros aid wall street journal humanitarian aid commissioner louis michel quoted key bring aid vital hours days immediately disaster countries reported pledged cash department examining aid region companies business running play vital role helping communities recover events worst hit sri lanka phuket island maldives popular tourist resorts key local economies december january busiest months travel southern asia damage keenly industry beginning emerge post slump growth rapid southeast asia world tourism organisation figures increase tourist revenues region months southern asia expansion india continues post excellent results increased promotion product development upsurge business travel driven rapid economic development country wto arrivals destinations maldives sri lanka thrived thailand tourism accounts annual gross domestic product 8bn singapore figure close tourism brings foreign currency short term travel companies cancelling flights trips hit shares asia europe investors earnings economic growth slow"
"Business",1744,"fed warns rate rises set continued boost rates federal reserve minutes december meeting pushed rates policy makers fed worried accelerating inflation signal pushed dollar euro gmt wednesday depressed shares markets starting fear aggressive fed richard yamarone argus research dow jones index dropped tuesday nasdaq falling key tech stocks hit broker downgrades dollar gained ground sterling tuesday reaching pound slipping slightly wednesday morning release minutes weeks december meeting faster usual indicating fed markets apprised thinking quarters sign aggressive moves rates key fed funds rate risen percentage low reached attacks trough contributing signs potentially excessive risk taking financial markets federal markets committee fomc sets rates odds favour boost rates meeting february economists respite dollar spent late pushed lower major currencies worries massive trade budget deficits short lived rule correction change direction dollar jason daw merrill lynch fundamental changed"
"Business",1745,"minister hits yukos sale renationalisation energy industry reversed senior government figure warned economy minister german gref told kommersant newspaper direct involvement oil unjustified comments follow sale oil giant yukos cover taxes deal effectively assets public ownership december senior economic adviser called sale swindle century yuganskneftegaz unit produced yukos output seized sold december 10bn previously unknown firm called baikal baikal promptly passed hands controlled firm rosneft shortly merge gas giant gazprom street hustlers andrei illarionov economic adviser president vladimir putin told press conference officials days stripped responsibilities gref opponent nationalisation competitive market keen distance comments privatisation companies yukos 1990s badly handled stressed government oil rosneft yuganskneftegaz owned company privatized government ineffective companies result overwhelming ineffective warned taxes deal firms yukos technique applied kremlin firms mistake follow logic nationalise businesses russian companies energy sector complex webs offshore companies avoid taxes gref poured cold water president promises doubled economic growth decade assault yukos assets widely blamed slowdown economic growth recent months task simply double gdp gdp qualitatively improve lives gref told kommersant simply increase gdp improve structure focusing headline growth figures russia focus institutions efficient corrupt court system"
"Business",1746,"uk bank seals south korean deal uk based bank standard chartered spend buy south main retail banks standard chartered acquiring korea bank kfb fulfilled strategic objective building bigger presence largest economy shares fell london bank raised funds deal selling stocks worth 1bn equal share capital standard chartered expects future revenue kfb south korean bank total assets move citigroup beat standard chartered buy koram bank south korean financial biggest foreign takeover time standard chartered beaten hsbc deal kfb south seventh largest bank million retail customers banking market extensive branch network banking market times size hong annual revenues 44bn standard chartered headquarters london thirds business asia rest africa comfortable price paid key speed decisiveness won standard chartered chief executive mervyn davies london press conference standard chartered kfb managed conservatively run bank highly skilled workforce represented significant acquisition growth market london standard sale million shares institutional investors pushed share price contributing ftse decline standard shares pence lower 925p midday analysts queried standard chartered overpaid kfb deal requires regulatory approval expected completed april earnings accretive standard chartered rival banking giant hsbc based london hong kong running standard chartered believed gained initiative putting bid christmas break move quickly caught hsbc surprise financial times newspaper quoted insider talks hsbc wait south korean bank line sold korea exchange bank hands standard chartered buying kfb agreement bring complex dual ownership south korean government owns kfb remaining shareholding operational control hands private equity newbridge capital newbridge bought stake nationalisation banks wake asia wide currency crisis crippled south financial institutions south economy expected grow export driven economy south service sector overtaken manufacturing decade services roughly economy consumer spending retail banking increasingly aftermath asian financial crisis government encouraged growth consumer credit bad loan lg card biggest credit card provider struggling avoid bankruptcy months instance analysts south financial services industry infancy offering plenty scope products standard chartered opportunity create introduction sophisticated banking products kfb restructured wholesale bank retail bank focused mortgage lending makes loans"
"Business",1747,"chinese wine tempts illva illva saronno agreed buy changyu largest wine maker china changyu statement shenzhen stock exchange illva pay yuan government approves deal italian liqueur maker acquire shares yantai asset management bureau chinese wine sales growing agriculture department wine sales yuan china encouraging owned companies sell shares foreign investors anheuser busch heineken scottish newcastle invested chinese beer industry illva saronno betting chinese wine market yantai asset management bureau government agency north eastern city yantai owns changyu agency sell stake changyu overseas company remaining retained yantai city government consumption wine china low litres capita agriculture department compares litres france litres litres japan"
"Business",1748,"nasdaq planning 100m share sale owner technology dominated nasdaq stock index plans sell shares public list market operates registration document filed securities exchange commission nasdaq stock market plans raise 100m 52m sale observers step closer public listing nasdaq icon 1990s technology boom recently poured cold water suggestions company sold shares private placements technically public stock started trading otc bulletin board lists equities trade occasionally nasdaq money sale investors bought shares private placings filing documents nasdaq shares technology firms companies growth potential potent symbol 1990s internet telecoms boom nose diving bubble burst recovery fortunes tech giants intel survivors amazon helped revive fortunes"
"Business",1749,"strong demand triggers oil rally crude oil prices surged barrel mark thursday energy market watchdog raised forecasts global demand international energy agency iea warned demand crude quarter outstrip supply iea raised estimate oil demand growth barrels day million barrels day light crude rose brent crude london gained paris based iea watchdog advises industrialized nations energy policy upward revision due stronger demand china asian countries fresh rally crude prices gains wednesday triggered falls crude supplies cold spell north america january department energy reported crude stockpiles fallen 1m barrels top ongoing beleaguered russian oil giant yukos prompted iea revise output estimates russia major opec supplier prices beginning set range level energy analyst orin middleton barclays capital"
"Business",1750,"adds jobs expected economy added jobs october month wall street expectations economic boost newly elected president george bush labor department figures slow summer weak jobs gains jobs created sector economy manufacturing separate unemployment rate september people actively seeking jobs added payrolls october figure wall street economists forecast addition labor department revised jobs created previous months september august expected jobs data upward effect stocks york main dow jones index gaining late morning trading job situation improving support consumer spending holidays offset drag caused oil prices economist gary thayer ag edwards sons analysts upbeat jobs data federal reserve increase rates quarter percentage meets week empower fed robert macintosh chief economist eaton vance management boston kathleen utgoff commissioner bureau labor construction jobs added october involved rebuilding clean florida neighbouring deep south hurricanes august september dollar rose temporarily job creation news falling record low euro investors returned attention economic factors record trade deficit speculation president bush deliberately dollar low assist growth exports"
"Business",1751,"japan economy slides recession japanese economy officially recession fourth time decade gross domestic product fell months fall reflects weak exports slowdown consumer spending similar falls gdp previous quarters tokyo stock market fell figures announced rose widespread perception economy recover wednesday government revised growth figures earlier taking account performance recent period effectively tips japan recession previous estimate growth july september downgraded decline recession commonly defined consecutive quarters negative growth japanese government takes factors account judging status economy figures released cabinet office gdp annualised basis fell months politicians remain upbeat prospects economic boost economy soft patches bigger picture recovery stage economic fiscal policy minister heizo takenaka gross domestic product measures services produced country economy assessed comprehensively gdp takenaka stressed ministers consumer spending depressed factors unseasonably mild winter analysts figures disappointing argued largest companies recording healthy profits capital spending rise economy grew fuelled strong performance months forecast growth fragile recovery remains dependent upturn consumer spending fall yen improvement global economies results lower expectations pessimistic current outlook economy naoki iizuka senior economist dai ichi life research institute economy stretches moderate growth past decade periodically slipped recession"
"Business",1752,"golden rule boost chancellor chancellor gordon brown boost attempts meet golden economic rule borrow investment extra leeway office national statistics measuring road expenditure data wrongly past weeks ahead budget expected election shadow chancellor oliver letwin timing convenient government review ons found mistake double counting spending roads correcting error reducing current expenditure increasing net investment helping brown meet golden rule borrowing invest economic cycle economists speculated vote catching measures budget ons increase current budget measure past total letwin murky inevitably suspicions figures fiddled conservatives brown forced raise taxes election fill annual black hole coffers treasury relaxation economic discipline golden rule met data revisions january independent institute fiscal studies ifs brown raise taxes public finances track predicted budget government narrowly miss golden rule current economic cycle ons announcement economists proportionate boost current budget 400m picture dramatic deterioration fiscal position jonathan loynes chief uk economist capital economics form fiscal consolidation required due"
